Navn;Stasjon;Tid(norsk normaltid);Maksimumstemperatur (døgn);Middeltemperatur (døgn);Minimumstemperatur (døgn);Nedbør (døgn);Snødybde
Folgefonna Skisenter;SN49085;05.04.2023;-1.2;-;-4.5;-;-
Folgefonna Skisenter;SN49085;06.04.2023;-3.6;-;-;-;-
Folgefonna Skisenter;SN49085;07.04.2023;-1.1;-;-10.8;-;-
Folgefonna Skisenter;SN49085;08.04.2023;-2.2;-;-;-;-
Folgefonna Skisenter;SN49085;09.04.2023;0;-;-;-;-
Folgefonna Skisenter;SN49085;10.04.2023;-0.8;-;-;-;-
Folgefonna Skisenter;SN49085;11.04.2023;-0.8;-;-2;-;-
Folgefonna Skisenter;SN49085;12.04.2023;-1.7;-;-5;-;-
Folgefonna Skisenter;SN49085;13.04.2023;-0.2;-;-3.1;-;-
Folgefonna Skisenter;SN49085;14.04.2023;-0.2;-;-3.1;-;-
Folgefonna Skisenter;SN49085;15.04.2023;-0.1;-;-;-;-
Folgefonna Skisenter;SN49085;16.04.2023;1.1;-;-10;-;-
Folgefonna Skisenter;SN49085;17.04.2023;1.4;-;-;-;-
Folgefonna Skisenter;SN49085;18.04.2023;2.1;-;-7;-;-
Folgefonna Skisenter;SN49085;19.04.2023;3.1;-;-1.9;-;-
Folgefonna Skisenter;SN49085;20.04.2023;5;-;-5.7;-;-
Folgefonna Skisenter;SN49085;21.04.2023;2.8;-;-8.8;-;-
Folgefonna Skisenter;SN49085;22.04.2023;4.6;-;-8.6;-;-
Folgefonna Skisenter;SN49085;23.04.2023;2.9;-;-1;-;-
Folgefonna Skisenter;SN49085;24.04.2023;-0.6;-;-;-;-
Folgefonna Skisenter;SN49085;25.04.2023;-2.2;-;-5.9;-;-
Folgefonna Skisenter;SN49085;26.04.2023;-5.8;-;-8.3;-;-
Folgefonna Skisenter;SN49085;27.04.2023;-4.8;-;-;-;-
Folgefonna Skisenter;SN49085;28.04.2023;-1.3;-;-14.7;-;-
Folgefonna Skisenter;SN49085;29.04.2023;-2.9;-5.1;-6.1;-;197
Folgefonna Skisenter;SN49085;30.04.2023;-4.2;-5.4;-6.9;-;200
Folgefonna Skisenter;SN49085;01.05.2023;2.6;-2.9;-5.4;-;206
Folgefonna Skisenter;SN49085;02.05.2023;-0.7;-3.7;-8.1;-;204
Folgefonna Skisenter;SN49085;03.05.2023;2.1;-2.1;-4.6;-;206
Folgefonna Skisenter;SN49085;04.05.2023;-0.3;-2.2;-4.2;-;200
Folgefonna Skisenter;SN49085;05.05.2023;-0.4;-2.4;-5.7;-;173
Folgefonna Skisenter;SN49085;06.05.2023;3.8;0.3;-2.5;-;173
Folgefonna Skisenter;SN49085;07.05.2023;3.6;1.7;-2.7;-;173
Folgefonna Skisenter;SN49085;08.05.2023;5.6;3.9;1.5;-;162
Folgefonna Skisenter;SN49085;09.05.2023;6.1;4.2;3;-;150
Folgefonna Skisenter;SN49085;10.05.2023;5.3;3.6;2.1;-;134
Folgefonna Skisenter;SN49085;11.05.2023;7.2;4.6;3.8;-;127
Folgefonna Skisenter;SN49085;12.05.2023;10.4;5;1.7;-;122
Folgefonna Skisenter;SN49085;13.05.2023;8.8;5.4;1.3;-;119
Folgefonna Skisenter;SN49085;14.05.2023;7.6;5.6;4.6;-;111
Folgefonna Skisenter;SN49085;15.05.2023;5.9;3.2;2.1;-;102
Folgefonna Skisenter;SN49085;16.05.2023;2.3;-1.5;-3.9;-;99
Folgefonna Skisenter;SN49085;17.05.2023;-0.8;-3.2;-5.9;-;102
Folgefonna Skisenter;SN49085;18.05.2023;4.1;1.9;-4;-;100
Folgefonna Skisenter;SN49085;19.05.2023;5.4;3.9;1.8;-;93
Folgefonna Skisenter;SN49085;20.05.2023;6.7;5.4;3;-;66
Folgefonna Skisenter;SN49085;21.05.2023;8;6.4;2.9;-;61
Folgefonna Skisenter;SN49085;23.05.2023;5.2;1.9;0.1;-;19
Folgefonna Skisenter;SN49085;24.05.2023;4.1;1.6;0.6;-;18
Folgefonna Skisenter;SN49085;25.05.2023;0.7;-0.8;-1.6;-;20
Folgefonna Skisenter;SN49085;26.05.2023;1.3;-0.2;-1.3;4.1;23
Folgefonna Skisenter;SN49085;27.05.2023;3.4;1.5;-0.6;1.9;22
Folgefonna Skisenter;SN49085;28.05.2023;2.9;-1.3;-2.1;23.6;20
Folgefonna Skisenter;SN49085;29.05.2023;1.6;-0.1;-3.1;1.2;20
Folgefonna Skisenter;SN49085;30.05.2023;9.9;4.8;0.8;1.9;19
Folgefonna Skisenter;SN49085;31.05.2023;8.3;2.2;0.9;0;13
Folgefonna Skisenter;SN49085;01.06.2023;5.5;2.1;-0.8;0;9
Folgefonna Skisenter;SN49085;02.06.2023;6.6;3.9;0.6;0;4
Folgefonna Skisenter;SN49085;03.06.2023;7.9;5.1;1.3;0;0
Folgefonna Skisenter;SN49085;04.06.2023;9.8;6.9;3.3;0;0
Folgefonna Skisenter;SN49085;05.06.2023;9.5;6.3;3.8;0;0
Folgefonna Skisenter;SN49085;06.06.2023;8.7;4.9;1.1;0;0
Folgefonna Skisenter;SN49085;07.06.2023;8.6;6;3.6;0;0
Folgefonna Skisenter;SN49085;08.06.2023;10.8;8.2;2.7;0;0
Folgefonna Skisenter;SN49085;09.06.2023;11;9.4;8.1;0;0
Folgefonna Skisenter;SN49085;10.06.2023;11.1;9.3;6.2;0;0
Folgefonna Skisenter;SN49085;11.06.2023;12.2;10.2;7.9;0;0
Folgefonna Skisenter;SN49085;12.06.2023;11.9;9.9;8.2;0;0
Folgefonna Skisenter;SN49085;13.06.2023;14.3;10.2;7.2;0;0
Folgefonna Skisenter;SN49085;14.06.2023;14.7;11.7;8.5;0;0
Folgefonna Skisenter;SN49085;15.06.2023;17.3;13.8;9.2;0;0
Folgefonna Skisenter;SN49085;16.06.2023;17.2;13.7;8.8;3.2;0
Folgefonna Skisenter;SN49085;17.06.2023;15.7;13.4;-;0;0
Folgefonna Skisenter;SN49085;18.06.2023;16.5;13.6;10.1;0;0
Folgefonna Skisenter;SN49085;19.06.2023;13.3;9.8;7.2;0;0
Folgefonna Skisenter;SN49085;20.06.2023;14.3;11.8;8.4;0;0
Folgefonna Skisenter;SN49085;21.06.2023;14;10.1;6.9;0;0
Folgefonna Skisenter;SN49085;22.06.2023;9;6;5;5.3;0
Folgefonna Skisenter;SN49085;23.06.2023;10.7;7;3.8;1.4;0
Folgefonna Skisenter;SN49085;24.06.2023;11.9;9.2;4.8;0;0
Folgefonna Skisenter;SN49085;25.06.2023;15.8;12.5;7.3;0;0
Folgefonna Skisenter;SN49085;26.06.2023;15.5;10.9;6.9;0;0
Folgefonna Skisenter;SN49085;27.06.2023;9.5;7.2;5.8;3.7;0
Folgefonna Skisenter;SN49085;28.06.2023;11.9;10.2;6.4;1.4;0
Folgefonna Skisenter;SN49085;29.06.2023;10.7;7.6;5.9;0.8;0
Folgefonna Skisenter;SN49085;30.06.2023;8.4;5.4;3.2;5.5;0
Folgefonna Skisenter;SN49085;01.07.2023;10.7;7.9;4.5;0;0
Folgefonna Skisenter;SN49085;02.07.2023;8.9;5.4;4.1;0.4;0
Folgefonna Skisenter;SN49085;03.07.2023;6.9;5.2;3.3;7.6;0
Folgefonna Skisenter;SN49085;04.07.2023;6.5;4.6;3.5;9.6;0
Folgefonna Skisenter;SN49085;05.07.2023;10.6;5.9;2;0;0
Folgefonna Skisenter;SN49085;09.07.2023;16.8;13.5;9;0;0
Folgefonna Skisenter;SN49085;10.07.2023;16;10.1;5.9;0;0
Folgefonna Skisenter;SN49085;11.07.2023;9.6;7.9;4.7;1.9;0
Folgefonna Skisenter;SN49085;12.07.2023;9.5;7;5.8;7.6;0
Folgefonna Skisenter;SN49085;13.07.2023;7.1;5.7;4.9;1;0
Folgefonna Skisenter;SN49085;14.07.2023;9.2;6;3.3;5.3;0
Folgefonna Skisenter;SN49085;15.07.2023;10.6;8.6;7;0;0
Folgefonna Skisenter;SN49085;16.07.2023;10.2;7.1;5.7;6.1;0
Folgefonna Skisenter;SN49085;17.07.2023;7.6;5.4;3.6;20.6;0
Folgefonna Skisenter;SN49085;18.07.2023;4.2;3.3;2.9;15.6;0
Folgefonna Skisenter;SN49085;19.07.2023;3.4;2.5;1.4;17.3;0
Folgefonna Skisenter;SN49085;20.07.2023;4.5;4;-;15.8;0
Folgefonna Skisenter;SN49085;21.07.2023;7.3;4.4;2.5;4.2;0
Folgefonna Skisenter;SN49085;22.07.2023;8.1;5.3;3.8;0;0
Folgefonna Skisenter;SN49085;24.07.2023;9.4;7.6;5.6;0.1;0
Folgefonna Skisenter;SN49085;25.07.2023;7.1;5.6;4.9;3;0
Folgefonna Skisenter;SN49085;26.07.2023;11.2;7.3;4.6;2.7;0
Folgefonna Skisenter;SN49085;27.07.2023;10.3;7.2;5;5.1;0
Folgefonna Skisenter;SN49085;28.07.2023;11.2;8.2;4.9;0.5;0
Folgefonna Skisenter;SN49085;29.07.2023;11.8;8.9;5.8;0;0
Folgefonna Skisenter;SN49085;30.07.2023;10.3;7.1;5.2;2;0
Folgefonna Skisenter;SN49085;31.07.2023;11;8;4.7;7.6;0
Folgefonna Skisenter;SN49085;01.08.2023;11.5;9;6.6;1.1;0
Folgefonna Skisenter;SN49085;02.08.2023;12.4;8.6;5;0.6;0
Folgefonna Skisenter;SN49085;03.08.2023;12;9;5.4;0.4;0
Folgefonna Skisenter;SN49085;04.08.2023;10.1;7.4;5.7;0.3;0
Folgefonna Skisenter;SN49085;05.08.2023;7.7;5.6;3.6;0;0
Folgefonna Skisenter;SN49085;06.08.2023;9.9;7.8;5.5;0;0
Folgefonna Skisenter;SN49085;07.08.2023;8.6;6.6;5.9;1.8;0
Folgefonna Skisenter;SN49085;08.08.2023;6.1;4.1;3.7;12.8;0
Folgefonna Skisenter;SN49085;09.08.2023;4;3.1;2.3;19;0
Folgefonna Skisenter;SN49085;10.08.2023;3.7;2.8;2.3;6.4;0
Folgefonna Skisenter;SN49085;11.08.2023;10.3;7.1;1.4;0;0
Folgefonna Skisenter;SN49085;12.08.2023;10.7;8.6;7.2;1.3;0
Folgefonna Skisenter;SN49085;13.08.2023;10.2;8.5;6.3;0.7;0
Folgefonna Skisenter;SN49085;14.08.2023;9.1;7.5;6.1;3.9;0
Folgefonna Skisenter;SN49085;15.08.2023;10.9;8.9;7;3.8;0
Folgefonna Skisenter;SN49085;16.08.2023;9.9;7.1;5.9;5.6;0
Folgefonna Skisenter;SN49085;17.08.2023;12.8;10.6;5.6;0.1;0
Folgefonna Skisenter;SN49085;18.08.2023;13;10.6;8.6;0;0
Folgefonna Skisenter;SN49085;19.08.2023;11.9;10.7;7.8;0;0
Folgefonna Skisenter;SN49085;20.08.2023;13.1;9.9;8.2;4.6;0
Folgefonna Skisenter;SN49085;21.08.2023;9.4;8;6.8;2.9;0
Folgefonna Skisenter;SN49085;22.08.2023;9.3;8.2;7;0;0
Folgefonna Skisenter;SN49085;23.08.2023;9;6.6;4.8;4;0
Folgefonna Skisenter;SN49085;24.08.2023;9.8;-;3.8;3.4;0
Folgefonna Skisenter;SN49085;25.08.2023;9.2;-;5.8;4;0
Folgefonna Skisenter;SN49085;26.08.2023;9;-;5.9;4.3;0
Folgefonna Skisenter;SN49085;27.08.2023;6.9;-;4.9;17;0
Folgefonna Skisenter;SN49085;28.08.2023;6.4;5.2;4.4;13.5;0
Folgefonna Skisenter;SN49085;29.08.2023;7.6;5.1;3.1;0.4;0
Folgefonna Skisenter;SN49085;30.08.2023;10.3;7.3;4.3;0;0
Folgefonna Skisenter;SN49085;31.08.2023;10;7.6;4.7;0;0
Folgefonna Skisenter;SN49085;01.09.2023;10.4;6.7;4.3;0.1;0
Folgefonna Skisenter;SN49085;02.09.2023;6.9;4.6;2.4;0;0
Folgefonna Skisenter;SN49085;03.09.2023;8.9;-;3.6;0.7;0
Folgefonna Skisenter;SN49085;04.09.2023;10.6;8.8;8;2.3;0
Folgefonna Skisenter;SN49085;05.09.2023;10.5;7.8;6.2;0;0
Folgefonna Skisenter;SN49085;06.09.2023;14.8;11.3;5.1;0.1;0
Folgefonna Skisenter;SN49085;07.09.2023;14.9;12.8;9.9;0;0
Folgefonna Skisenter;SN49085;08.09.2023;15.8;12.6;9.9;0;0
Folgefonna Skisenter;SN49085;09.09.2023;15.4;11.9;9.1;0;0
Folgefonna Skisenter;SN49085;10.09.2023;12.7;10.5;9.6;1.3;0
Folgefonna Skisenter;SN49085;11.09.2023;12.3;10;8.8;14.7;0
Folgefonna Skisenter;SN49085;12.09.2023;8.7;3.5;3.1;21.3;0
Folgefonna Skisenter;SN49085;13.09.2023;4.3;2.1;-0.1;2.4;0
Folgefonna Skisenter;SN49085;14.09.2023;5.6;4.3;1.7;0;0
Folgefonna Skisenter;SN49085;15.09.2023;5.9;4.5;4;2.6;0
Folgefonna Skisenter;SN49085;16.09.2023;5.4;3.2;1.3;9.8;0
Folgefonna Skisenter;SN49085;17.09.2023;9;6.3;1.3;0.5;0
Folgefonna Skisenter;SN49085;18.09.2023;9.4;7.8;5.4;2.1;0
Folgefonna Skisenter;SN49085;19.09.2023;9.4;3.1;0.9;27;0
Folgefonna Skisenter;SN49085;20.09.2023;9.9;7;1.1;6.1;0
Folgefonna Skisenter;SN49085;21.09.2023;10;6.3;4.6;36.3;0
Folgefonna Skisenter;SN49085;22.09.2023;7.1;5;4.1;4.1;0
Folgefonna Skisenter;SN49085;23.09.2023;5.2;2.7;1.5;1.2;0
Folgefonna Skisenter;SN49085;24.09.2023;6.5;3.6;-0.2;14.3;0
Folgefonna Skisenter;SN49085;25.09.2023;9.2;7.5;6.3;3.6;0
Folgefonna Skisenter;SN49085;26.09.2023;8.3;6.9;5.4;4.9;0
Folgefonna Skisenter;SN49085;27.09.2023;8.2;6.6;4.4;3.4;0
Folgefonna Skisenter;SN49085;28.09.2023;9.7;7.9;5.5;5.4;0
Folgefonna Skisenter;SN49085;29.09.2023;7.5;5.1;4.4;5.5;0
Folgefonna Skisenter;SN49085;30.09.2023;4.7;3.7;2.7;37.2;0
Folgefonna Skisenter;SN49085;01.10.2023;7.2;4.4;0.3;9.3;0
Folgefonna Skisenter;SN49085;02.10.2023;7.1;4.2;3.3;10;0
Folgefonna Skisenter;SN49085;03.10.2023;4;2.8;2.3;0.4;0
Folgefonna Skisenter;SN49085;04.10.2023;3.4;1.7;0.9;23.5;0
Folgefonna Skisenter;SN49085;05.10.2023;3.5;1.8;0.6;0.7;0
Folgefonna Skisenter;SN49085;06.10.2023;6.9;4.2;1.9;3.7;0
Folgefonna Skisenter;SN49085;07.10.2023;3.1;-2.4;-3.7;44.2;0
Folgefonna Skisenter;SN49085;08.10.2023;-1;-3;-4.6;0;0
Folgefonna Skisenter;SN49085;09.10.2023;1.3;-1.1;-4.3;0;0
Folgefonna Skisenter;SN49085;10.10.2023;7.9;4.7;-0.6;0;0
Folgefonna Skisenter;SN49085;11.10.2023;7.8;-0.1;-1.3;66.3;0
Folgefonna Skisenter;SN49085;12.10.2023;-0.2;-1.6;-2.2;47.7;45
Folgefonna Skisenter;SN49085;13.10.2023;3.6;0.8;-2.1;5.1;67
Folgefonna Skisenter;SN49085;14.10.2023;0;-1.4;-2;27.7;78
Folgefonna Skisenter;SN49085;15.10.2023;-1.4;-3.3;-4.1;7.6;99
Folgefonna Skisenter;SN49085;16.10.2023;-0.2;-2.7;-5.6;1.8;107
Folgefonna Skisenter;SN49085;17.10.2023;2;0.6;-0.3;7.2;113
Folgefonna Skisenter;SN49085;18.10.2023;4.2;0.2;-3;2.2;103
Folgefonna Skisenter;SN49085;19.10.2023;0.4;-5.2;-7.1;0;100
Folgefonna Skisenter;SN49085;20.10.2023;-4.8;-;-7.5;0;98
Folgefonna Skisenter;SN49085;21.10.2023;-5;-;-7.4;0;84
Folgefonna Skisenter;SN49085;22.10.2023;1.7;-;-5.1;0;85
Folgefonna Skisenter;SN49085;23.10.2023;1.6;-;-5.8;0;87
Folgefonna Skisenter;SN49085;24.10.2023;4.7;-;-1;0;88
Folgefonna Skisenter;SN49085;25.10.2023;1.8;-1.1;-4.5;0;87
Folgefonna Skisenter;SN49085;26.10.2023;1.5;-3.7;-6.3;0;87
Folgefonna Skisenter;SN49085;27.10.2023;-2.6;-4.2;-7;0;86
Folgefonna Skisenter;SN49085;28.10.2023;-2.8;-3.3;-5.1;0;86
Folgefonna Skisenter;SN49085;29.10.2023;0.9;-1.4;-5.3;0;85
Folgefonna Skisenter;SN49085;30.10.2023;-2.2;-4.6;-6.2;0;83
Folgefonna Skisenter;SN49085;31.10.2023;-4.5;-6.3;-7.4;0;82
Folgefonna Skisenter;SN49085;01.11.2023;-3.2;-5.4;-8.4;0;83
Folgefonna Skisenter;SN49085;02.11.2023;0.3;-2.4;-5;9;68
Folgefonna Skisenter;SN49085;03.11.2023;1.1;-;-4.3;0;82
Folgefonna Skisenter;SN49085;04.11.2023;0.9;-;-1.3;0;82
Folgefonna Skisenter;SN49085;05.11.2023;0.4;-;-2.4;0;83
Folgefonna Skisenter;SN49085;06.11.2023;0.8;-1;-2.7;0;83
Folgefonna Skisenter;SN49085;07.11.2023;0.4;-1.4;-2.5;0;83
Folgefonna Skisenter;SN49085;08.11.2023;1.1;-1.8;-4.6;0;83
Folgefonna Skisenter;SN49085;09.11.2023;0.3;-1.1;-3.2;8.1;68
Folgefonna Skisenter;SN49085;10.11.2023;1.2;-1.9;-4.7;0;82
Folgefonna Skisenter;SN49085;11.11.2023;-1.9;-3.6;-6.1;0;82
Folgefonna Skisenter;SN49085;12.11.2023;-1.2;-2.7;-5;0;82
Folgefonna Skisenter;SN49085;13.11.2023;-1.5;-2.9;-4.2;0;82
Folgefonna Skisenter;SN49085;14.11.2023;-3.1;-4.8;-6.6;0;81
Folgefonna Skisenter;SN49085;15.11.2023;-4;-5.4;-7.4;0;82
Folgefonna Skisenter;SN49085;16.11.2023;-4;-5.8;-8.1;3.7;95
Folgefonna Skisenter;SN49085;17.11.2023;-5.8;-;-15.2;0;85
Folgefonna Skisenter;SN49085;18.11.2023;-0.7;-;-15.4;0;85
Folgefonna Skisenter;SN49085;19.11.2023;-1.3;-3.7;-5.7;0;81
Folgefonna Skisenter;SN49085;20.11.2023;-0.9;-3.2;-4.5;0;81
Folgefonna Skisenter;SN49085;21.11.2023;-3.7;-5.2;-8.4;0;81
Folgefonna Skisenter;SN49085;22.11.2023;1.6;-1.8;-4.5;3.1;82
Folgefonna Skisenter;SN49085;23.11.2023;-1.2;-5;-7.6;40.5;111
Folgefonna Skisenter;SN49085;24.11.2023;-6;-6.8;-8.9;26.9;138
Folgefonna Skisenter;SN49085;25.11.2023;-5.1;-6.1;-7.8;2.7;129
Folgefonna Skisenter;SN49085;26.11.2023;-3.7;-5.1;-6.9;0;128
Folgefonna Skisenter;SN49085;27.11.2023;-3.7;-8.5;-11.3;4.5;104
Folgefonna Skisenter;SN49085;28.11.2023;-10.7;-;-18;0;104
Folgefonna Skisenter;SN49085;29.11.2023;-10.6;-;-13;0;104
Folgefonna Skisenter;SN49085;30.11.2023;-10.3;-;-12.4;0;104
Folgefonna Skisenter;SN49085;01.12.2023;-10.2;-;-19.6;0;104
Folgefonna Skisenter;SN49085;02.12.2023;-5.6;-;-14.4;0.6;110
Folgefonna Skisenter;SN49085;03.12.2023;-5.5;-;-14.2;4;110
Folgefonna Skisenter;SN49085;04.12.2023;-11.2;-;-18.2;0;110
Folgefonna Skisenter;SN49085;05.12.2023;-13.7;-;-17.6;0;110
Folgefonna Skisenter;SN49085;06.12.2023;-6;-;-13.5;0;110
Folgefonna Skisenter;SN49085;07.12.2023;-5.1;-6.7;-9.7;0;110
Folgefonna Skisenter;SN49085;08.12.2023;-5.1;-6.9;-8.9;0;94
Folgefonna Skisenter;SN49085;09.12.2023;-4.6;-5.7;-8.1;0;90
Folgefonna Skisenter;SN49085;10.12.2023;-1.2;-4.1;-5.5;4.2;89
Folgefonna Skisenter;SN49085;11.12.2023;-5;-6.4;-7.9;0;88
Folgefonna Skisenter;SN49085;12.12.2023;-4.6;-5.9;-6.4;0;89
Folgefonna Skisenter;SN49085;13.12.2023;-5.5;-7;-8.8;0;89
Folgefonna Skisenter;SN49085;14.12.2023;-3.4;-5.7;-9.9;0.5;91
Folgefonna Skisenter;SN49085;15.12.2023;-0.3;-1.1;-3.4;8.8;115
Folgefonna Skisenter;SN49085;16.12.2023;3.2;1;-1.3;22.1;128
Folgefonna Skisenter;SN49085;17.12.2023;2.4;1.1;-2.7;11;123
Folgefonna Skisenter;SN49085;19.12.2023;2.2;-3.9;-4.6;9.7;125
Folgefonna Skisenter;SN49085;20.12.2023;-3.6;-5.8;-7;19.4;173
Folgefonna Skisenter;SN49085;21.12.2023;-2.1;-5.1;-6.9;14.2;163
Folgefonna Skisenter;SN49085;22.12.2023;-6.3;-10.1;-12.7;11.7;163
Folgefonna Skisenter;SN49085;23.12.2023;-8;-10;-;3.4;169
Folgefonna Skisenter;SN49085;24.12.2023;-1.4;-3.4;-9.5;1.7;157
Folgefonna Skisenter;SN49085;25.12.2023;-1.4;-5.1;-6.7;20.4;192
Folgefonna Skisenter;SN49085;26.12.2023;-5.2;-5.9;-6.3;9.6;199
Folgefonna Skisenter;SN49085;27.12.2023;-5.8;-;-12.3;3.9;201
Folgefonna Skisenter;SN49085;28.12.2023;-3;-;-10.7;6.8;150
Folgefonna Skisenter;SN49085;29.12.2023;-3;-;-5.9;13.6;145
Folgefonna Skisenter;SN49085;30.12.2023;-5.5;-;-15.2;4.6;141
Folgefonna Skisenter;SN49085;31.12.2023;-6.2;-;-9.7;0;136
Folgefonna Skisenter;SN49085;01.01.2024;-7.4;-;-10.8;0.5;131
Folgefonna Skisenter;SN49085;02.01.2024;-10.3;-;-14.2;0;126
Folgefonna Skisenter;SN49085;03.01.2024;-13.5;-;-16;0;122
Folgefonna Skisenter;SN49085;04.01.2024;-12.1;-;-15.9;0;117
Folgefonna Skisenter;SN49085;05.01.2024;-10.8;-12.9;-15.1;0;116
Folgefonna Skisenter;SN49085;06.01.2024;-9.7;-11.8;-14;0;116
Folgefonna Skisenter;SN49085;07.01.2024;-8.6;-10.4;-13.4;0;116
Folgefonna Skisenter;SN49085;08.01.2024;-3.7;-6.3;-9.8;0;116
Folgefonna Skisenter;SN49085;09.01.2024;4.5;1.4;-7.4;0;116
Folgefonna Skisenter;SN49085;10.01.2024;6.5;1.1;-1.3;0;116
Folgefonna Skisenter;SN49085;11.01.2024;4.9;-2.2;-5.3;0;116
Folgefonna Skisenter;SN49085;14.01.2024;-4.8;-7.8;-10.5;3.7;138
Folgefonna Skisenter;SN49085;15.01.2024;-9.7;-12.2;-14.5;2;141
Folgefonna Skisenter;SN49085;16.01.2024;-9.6;-10.9;-15.6;0;140
Folgefonna Skisenter;SN49085;17.01.2024;-9.8;-13.3;-15.6;24.7;148
Folgefonna Skisenter;SN49085;18.01.2024;-10.3;-11.1;-13.9;0.2;146
Folgefonna Skisenter;SN49085;19.01.2024;-8.2;-9;-11.9;7.8;182
Folgefonna Skisenter;SN49085;20.01.2024;-2.5;-6;-13.2;9.4;189
Folgefonna Skisenter;SN49085;21.01.2024;-0.7;-2.2;-3.7;15.8;165
Folgefonna Skisenter;SN49085;22.01.2024;1.2;-;-4.2;56.1;133
Folgefonna Skisenter;SN49085;23.01.2024;-3.5;-;-6.6;47.8;152
Folgefonna Skisenter;SN49085;24.01.2024;-0.8;-;-4.9;23;159
Folgefonna Skisenter;SN49085;25.01.2024;-0.4;-;-12;22.7;152
Folgefonna Skisenter;SN49085;26.01.2024;1.8;-2.2;-4.4;12.6;166
Folgefonna Skisenter;SN49085;28.01.2024;1.6;-0.1;-2.2;20.7;191
Folgefonna Skisenter;SN49085;29.01.2024;5.2;-3.9;-7;27;195
Folgefonna Skisenter;SN49085;30.01.2024;-1.6;-4.6;-7.5;0.3;203
Folgefonna Skisenter;SN49085;31.01.2024;-1.5;-3.8;-8.5;0;208
Folgefonna Skisenter;SN49085;01.02.2024;-2.2;-;-7.3;-;207
Folgefonna Skisenter;SN49085;02.02.2024;0.6;-;-6;-;209
Folgefonna Skisenter;SN49085;03.02.2024;0.8;-;-7.5;-;212
Folgefonna Skisenter;SN49085;04.02.2024;-5.1;-;-7;-;214
Folgefonna Skisenter;SN49085;05.02.2024;-6.6;-;-13.3;-;217
Folgefonna Skisenter;SN49085;06.02.2024;-6.5;-9.1;-13.9;-;213
Folgefonna Skisenter;SN49085;07.02.2024;-8.3;-10.4;-15.3;-;213
Folgefonna Skisenter;SN49085;08.02.2024;-8.1;-10.9;-15.3;-;222
Folgefonna Skisenter;SN49085;09.02.2024;-7.3;-10.1;-12.9;-;219
Folgefonna Skisenter;SN49085;10.02.2024;-8.1;-11.1;-15.7;-;211
Folgefonna Skisenter;SN49085;11.02.2024;1.5;-1.9;-9.4;-;196
Folgefonna Skisenter;SN49085;12.02.2024;-1.4;-4.6;-6.4;-;196
Folgefonna Skisenter;SN49085;14.02.2024;-2.8;-4;-4.7;-;215
Folgefonna Skisenter;SN49085;15.02.2024;-0.4;-2.1;-8.2;-;229
Folgefonna Skisenter;SN49085;16.02.2024;3;0.5;-1.3;-;208
Folgefonna Skisenter;SN49085;17.02.2024;-1;-3.3;-7.4;-;209
Folgefonna Skisenter;SN49085;18.02.2024;1.2;-0.4;-2.2;-;206
Folgefonna Skisenter;SN49085;19.02.2024;-0.2;-0.8;-2;-;210
Folgefonna Skisenter;SN49085;20.02.2024;0.5;-1;-2.2;-;218
Folgefonna Skisenter;SN49085;21.02.2024;1.5;-1.7;-4.3;-;223
Folgefonna Skisenter;SN49085;22.02.2024;-0.3;-1.3;-3.2;-;217
Folgefonna Skisenter;SN49085;23.02.2024;-0.5;-3.3;-5.1;-;216
Folgefonna Skisenter;SN49085;24.02.2024;-3;-3.6;-5.1;-;222
Folgefonna Skisenter;SN49085;25.02.2024;-3.6;-4.5;-5.6;-;222
Folgefonna Skisenter;SN49085;26.02.2024;-2.3;-5.7;-8.9;-;222
Folgefonna Skisenter;SN49085;27.02.2024;-3.4;-4.9;-9.1;-;238
Folgefonna Skisenter;SN49085;28.02.2024;-2;-3;-3.6;-;248
Folgefonna Skisenter;SN49085;29.02.2024;0.9;-0.9;-4.1;-;217
Folgefonna Skisenter;SN49085;01.03.2024;1.3;-0.4;-2.2;-;216
Folgefonna Skisenter;SN49085;02.03.2024;1.1;-0.1;-2.2;-;213
Folgefonna Skisenter;SN49085;03.03.2024;3;1.5;-0.1;-;212
Folgefonna Skisenter;SN49085;04.03.2024;2.3;-0.6;-2;-;212
Folgefonna Skisenter;SN49085;05.03.2024;0.6;-2;-5.8;-;211
Folgefonna Skisenter;SN49085;06.03.2024;1.9;-1.7;-4.3;-;210
Folgefonna Skisenter;SN49085;07.03.2024;-0.4;-4.6;-7.7;-;210
Folgefonna Skisenter;SN49085;08.03.2024;-0.6;-4.3;-8.4;-;210
Folgefonna Skisenter;SN49085;09.03.2024;-0.9;-4.1;-7.9;-;210
Folgefonna Skisenter;SN49085;10.03.2024;-1.6;-4.6;-7.6;-;210
Folgefonna Skisenter;SN49085;11.03.2024;2.5;0.3;-5.3;-;209
Folgefonna Skisenter;SN49085;12.03.2024;4.1;0.9;-0.5;-;207
Folgefonna Skisenter;SN49085;13.03.2024;3;0.4;-2.3;-;206
Folgefonna Skisenter;SN49085;14.03.2024;1.9;-1.8;-2.9;-;213
Folgefonna Skisenter;SN49085;15.03.2024;2.5;0;-2.2;-;214
Folgefonna Skisenter;SN49085;16.03.2024;-0.4;-4.2;-7.2;-;226
Folgefonna Skisenter;SN49085;17.03.2024;-0.2;-3.1;-7.3;-;213
Folgefonna Skisenter;SN49085;18.03.2024;1.6;-1.9;-4.2;-;212
