,Navn,Stasjon,Tid(norsk normaltid),Nedbør (1 t),Maksimumstemperatur (1 t),Minimumstemperatur (1 t),Middelvind,Høyeste middelvind (1 t)
35272,Bergen - Florida,SN50540,08.01.2025 17:00,-0.0,-2.1,-3.3,0.6,1.2
35273,Bergen - Florida,SN50540,08.01.2025 18:00,-0.0,-3.1,-3.9,1.2,1.4
35274,Bergen - Florida,SN50540,08.01.2025 19:00,-0.0,-3.5,-4.2,1.0,1.5
35275,Bergen - Florida,SN50540,08.01.2025 20:00,-0.0,-4.1,-4.5,1.1,1.3
35276,Bergen - Florida,SN50540,08.01.2025 21:00,-0.0,-4.1,-4.5,0.6,1.0
35277,Bergen - Florida,SN50540,08.01.2025 22:00,-0.0,-3.2,-4.2,1.1,1.1
35278,Bergen - Florida,SN50540,08.01.2025 23:00,-0.0,-3.1,-3.5,1.1,1.7
35279,Bergen - Florida,SN50540,09.01.2025 00:00,-0.0,-2.9,-3.1,0.4,1.4
35280,Bergen - Florida,SN50540,09.01.2025 01:00,-0.0,-2.9,-3.4,1.3,1.3
35281,Bergen - Florida,SN50540,09.01.2025 02:00,-0.0,-3.1,-3.5,0.6,1.5
35282,Bergen - Florida,SN50540,09.01.2025 03:00,-0.0,-2.6,-3.5,1.5,1.9
35283,Bergen - Florida,SN50540,09.01.2025 04:00,-0.0,-2.2,-2.6,1.4,2.6
35284,Bergen - Florida,SN50540,09.01.2025 05:00,-0.0,-1.5,-2.2,2.7,2.7
35285,Bergen - Florida,SN50540,09.01.2025 06:00,-0.0,-1.3,-1.6,2.1,2.8
35286,Bergen - Florida,SN50540,09.01.2025 07:00,-0.0,-1.0,-1.5,2.2,2.4
35287,Bergen - Florida,SN50540,09.01.2025 08:00,-0.0,-0.8,-1.2,2.1,2.9
35288,Bergen - Florida,SN50540,09.01.2025 09:00,-0.0,-0.7,-0.9,2.2,2.8
35289,Bergen - Florida,SN50540,09.01.2025 10:00,-0.0,-0.7,-1.0,1.6,2.3
35290,Bergen - Florida,SN50540,09.01.2025 11:00,-0.0,-0.8,-1.2,2.9,2.9
35291,Bergen - Florida,SN50540,09.01.2025 12:00,-0.0,-1.2,-2.0,1.1,3.1
35292,Bergen - Florida,SN50540,09.01.2025 13:00,-0.0,-0.5,-2.1,1.6,1.6
35293,Bergen - Florida,SN50540,09.01.2025 14:00,-0.0,-1.8,-2.8,1.3,2.0
35294,Bergen - Florida,SN50540,09.01.2025 15:00,-0.0,-2.7,-3.1,1.2,1.3
35295,Bergen - Florida,SN50540,09.01.2025 16:00,-0.0,-2.7,-3.6,1.5,1.6
35296,Bergen - Florida,SN50540,09.01.2025 17:00,-0.0,-3.6,-4.3,1.1,1.8
35297,Bergen - Florida,SN50540,09.01.2025 18:00,-0.0,-4.2,-4.9,0.7,1.4
35298,Bergen - Florida,SN50540,09.01.2025 19:00,-0.0,-4.2,-5.0,3.0,3.1
35299,Bergen - Florida,SN50540,09.01.2025 20:00,-0.0,-4.0,-4.5,1.1,3.0
35300,Bergen - Florida,SN50540,09.01.2025 21:00,-0.0,-4.2,-4.6,0.8,1.0
35301,Bergen - Florida,SN50540,09.01.2025 22:00,0.0,-3.4,-4.3,0.7,1.7
35302,Bergen - Florida,SN50540,09.01.2025 23:00,0.0,-2.9,-3.7,0.6,1.1
35303,Bergen - Florida,SN50540,10.01.2025 00:00,0.0,-3.6,-4.8,1.3,1.4
35304,Bergen - Florida,SN50540,10.01.2025 01:00,0.0,-4.3,-5.0,0.5,1.3
35305,Bergen - Florida,SN50540,10.01.2025 02:00,0.0,-4.6,-5.1,0.9,1.0
35306,Bergen - Florida,SN50540,10.01.2025 03:00,0.0,-5.0,-5.6,1.0,1.0
35307,Bergen - Florida,SN50540,10.01.2025 04:00,0.0,-4.3,-5.0,1.1,1.7
35308,Bergen - Florida,SN50540,10.01.2025 05:00,0.0,-3.9,-4.3,0.5,1.4
35309,Bergen - Florida,SN50540,10.01.2025 06:00,0.0,-4.0,-4.4,0.5,1.4
35310,Bergen - Florida,SN50540,10.01.2025 07:00,0.0,-3.7,-4.4,0.6,1.6
35311,Bergen - Florida,SN50540,10.01.2025 08:00,0.0,-4.0,-4.8,0.2,1.5
35312,Bergen - Florida,SN50540,10.01.2025 09:00,0.0,-4.8,-5.5,0.7,1.0
35313,Bergen - Florida,SN50540,10.01.2025 10:00,0.0,-5.2,-5.7,1.2,1.6
35314,Bergen - Florida,SN50540,10.01.2025 11:00,0.0,-4.4,-5.8,1.1,1.3
35315,Bergen - Florida,SN50540,10.01.2025 12:00,0.0,-3.4,-4.3,0.5,1.7
35316,Bergen - Florida,SN50540,10.01.2025 13:00,0.0,-0.6,-3.3,0.5,1.1
35317,Bergen - Florida,SN50540,10.01.2025 14:00,0.0,-2.3,-3.5,0.9,2.3
35318,Bergen - Florida,SN50540,10.01.2025 15:00,0.0,-2.2,-3.3,2.9,2.9
35319,Bergen - Florida,SN50540,10.01.2025 16:00,0.0,-2.2,-2.7,2.0,3.2
35320,Bergen - Florida,SN50540,10.01.2025 17:00,0.0,-1.9,-2.7,0.8,3.7
35321,Bergen - Florida,SN50540,10.01.2025 18:00,0.0,-2.3,-3.3,1.8,2.9
35322,Bergen - Florida,SN50540,10.01.2025 19:00,0.0,-2.9,-4.0,2.0,2.0
35323,Bergen - Florida,SN50540,10.01.2025 20:00,0.0,-2.9,-4.4,2.3,2.7
35324,Bergen - Florida,SN50540,10.01.2025 21:00,0.0,-2.8,-4.2,3.5,4.2
35325,Bergen - Florida,SN50540,10.01.2025 22:00,0.0,-3.0,-3.9,1.6,3.5
35326,Bergen - Florida,SN50540,10.01.2025 23:00,0.0,-3.9,-4.6,1.8,1.8
35327,Bergen - Florida,SN50540,11.01.2025 00:00,0.0,-4.0,-5.8,0.7,3.1
35328,Bergen - Florida,SN50540,11.01.2025 01:00,0.0,-5.6,-6.1,0.8,1.4
35329,Bergen - Florida,SN50540,11.01.2025 02:00,0.0,-5.8,-6.5,0.8,2.3
35330,Bergen - Florida,SN50540,11.01.2025 03:00,0.0,-5.5,-6.3,0.5,1.2
35331,Bergen - Florida,SN50540,11.01.2025 04:00,0.0,-5.7,-6.8,0.6,1.5
35332,Bergen - Florida,SN50540,11.01.2025 05:00,0.0,-6.1,-7.1,0.8,2.5
35333,Bergen - Florida,SN50540,11.01.2025 06:00,0.0,-5.8,-6.9,2.0,3.1
35334,Bergen - Florida,SN50540,11.01.2025 07:00,0.0,-6.1,-6.9,0.4,2.6
35335,Bergen - Florida,SN50540,11.01.2025 08:00,0.0,-6.0,-7.0,0.8,1.4
35336,Bergen - Florida,SN50540,11.01.2025 09:00,0.0,-5.2,-6.4,1.0,2.7
35337,Bergen - Florida,SN50540,11.01.2025 10:00,0.0,-5.4,-6.0,0.9,1.0
35338,Bergen - Florida,SN50540,11.01.2025 11:00,0.0,-4.5,-6.0,0.5,1.2
35339,Bergen - Florida,SN50540,11.01.2025 12:00,0.0,-3.7,-4.7,0.5,0.8
35340,Bergen - Florida,SN50540,11.01.2025 13:00,0.0,-1.2,-3.8,0.5,1.3
35341,Bergen - Florida,SN50540,11.01.2025 14:00,0.0,-2.0,-3.5,1.4,1.6
35342,Bergen - Florida,SN50540,11.01.2025 15:00,0.0,-3.1,-3.8,2.0,2.2
35343,Bergen - Florida,SN50540,11.01.2025 16:00,0.0,-2.4,-3.7,1.6,2.1
35344,Bergen - Florida,SN50540,11.01.2025 17:00,0.0,-2.5,-3.0,1.9,1.9
35345,Bergen - Florida,SN50540,11.01.2025 18:00,0.0,-1.8,-2.5,1.8,1.9
35346,Bergen - Florida,SN50540,11.01.2025 19:00,0.0,-1.8,-3.2,1.4,2.1
35347,Bergen - Florida,SN50540,11.01.2025 20:00,0.0,-3.3,-4.4,0.3,1.6
35348,Bergen - Florida,SN50540,11.01.2025 21:00,0.0,-4.1,-5.1,0.9,1.6
35349,Bergen - Florida,SN50540,11.01.2025 22:00,0.0,-4.8,-5.5,0.5,1.5
35350,Bergen - Florida,SN50540,11.01.2025 23:00,0.0,-5.2,-5.9,1.2,1.2
35351,Bergen - Florida,SN50540,12.01.2025 00:00,0.0,-5.6,-6.5,1.9,1.9
35352,Bergen - Florida,SN50540,12.01.2025 01:00,0.0,-5.8,-6.6,2.7,2.7
35353,Bergen - Florida,SN50540,12.01.2025 02:00,0.0,-6.1,-6.4,1.7,2.7
35354,Bergen - Florida,SN50540,12.01.2025 03:00,0.0,-6.3,-6.7,1.9,1.9
35355,Bergen - Florida,SN50540,12.01.2025 04:00,0.0,-6.2,-6.9,0.7,1.9
35356,Bergen - Florida,SN50540,12.01.2025 05:00,0.0,-6.1,-6.9,2.9,2.9
35357,Bergen - Florida,SN50540,12.01.2025 06:00,0.0,-5.6,-6.4,2.0,3.0
35358,Bergen - Florida,SN50540,12.01.2025 07:00,0.0,-5.3,-5.9,1.5,1.9
35359,Bergen - Florida,SN50540,12.01.2025 08:00,0.0,-4.3,-5.4,3.0,3.2
35360,Bergen - Florida,SN50540,12.01.2025 09:00,0.0,-2.6,-4.3,3.2,3.2
35361,Bergen - Florida,SN50540,12.01.2025 10:00,0.0,-0.3,-2.6,3.8,4.3
35362,Bergen - Florida,SN50540,12.01.2025 11:00,0.0,0.0,-0.7,1.4,3.9
35363,Bergen - Florida,SN50540,12.01.2025 12:00,0.0,0.5,-0.7,2.3,5.1
35364,Bergen - Florida,SN50540,12.01.2025 13:00,0.0,1.1,0.6,2.4,3.3
35365,Bergen - Florida,SN50540,12.01.2025 14:00,0.0,1.7,1.1,2.6,3.7
35366,Bergen - Florida,SN50540,12.01.2025 15:00,0.0,1.7,1.4,4.2,4.3
35367,Bergen - Florida,SN50540,12.01.2025 16:00,0.0,1.6,0.9,5.6,5.6
35368,Bergen - Florida,SN50540,12.01.2025 17:00,0.0,1.2,0.1,2.9,5.9
35369,Bergen - Florida,SN50540,12.01.2025 18:00,0.0,1.5,0.2,4.3,4.5
35370,Bergen - Florida,SN50540,12.01.2025 19:00,0.0,2.4,1.5,4.8,5.3
35371,Bergen - Florida,SN50540,12.01.2025 20:00,0.0,2.7,2.2,4.5,4.8
35372,Bergen - Florida,SN50540,12.01.2025 21:00,0.0,3.1,2.3,4.2,5.4
35373,Bergen - Florida,SN50540,12.01.2025 22:00,0.0,3.3,3.1,5.1,6.0
35374,Bergen - Florida,SN50540,12.01.2025 23:00,0.0,3.4,3.0,5.7,5.9
35375,Bergen - Florida,SN50540,13.01.2025 00:00,0.0,3.6,3.2,5.0,6.2
35376,Bergen - Florida,SN50540,13.01.2025 01:00,0.0,3.4,3.1,6.3,6.3
35377,Bergen - Florida,SN50540,13.01.2025 02:00,0.0,3.6,3.4,7.6,8.0
35378,Bergen - Florida,SN50540,13.01.2025 03:00,0.0,3.6,3.2,6.8,8.9
35379,Bergen - Florida,SN50540,13.01.2025 04:00,0.0,3.9,3.2,7.5,9.2
35380,Bergen - Florida,SN50540,13.01.2025 05:00,0.0,4.2,3.8,8.2,10.0
35381,Bergen - Florida,SN50540,13.01.2025 06:00,0.0,4.7,4.2,8.5,9.3
35382,Bergen - Florida,SN50540,13.01.2025 07:00,0.6,4.6,4.3,7.7,8.4
35383,Bergen - Florida,SN50540,13.01.2025 08:00,0.7,4.7,4.3,7.2,8.6
35384,Bergen - Florida,SN50540,13.01.2025 09:00,1.5,4.9,4.6,7.9,8.3
35385,Bergen - Florida,SN50540,13.01.2025 10:00,2.8,5.1,4.8,7.8,8.2
35386,Bergen - Florida,SN50540,13.01.2025 11:00,2.1,5.5,5.1,6.9,8.5
35387,Bergen - Florida,SN50540,13.01.2025 12:00,2.0,5.9,5.4,6.5,7.8
35388,Bergen - Florida,SN50540,13.01.2025 13:00,2.2,6.1,5.8,7.5,8.1
35389,Bergen - Florida,SN50540,13.01.2025 14:00,3.0,6.3,6.1,6.7,7.9
35390,Bergen - Florida,SN50540,13.01.2025 15:00,6.4,6.3,6.1,6.6,7.7
35391,Bergen - Florida,SN50540,13.01.2025 16:00,5.1,6.4,6.1,6.3,7.0
35392,Bergen - Florida,SN50540,13.01.2025 17:00,5.0,6.5,6.2,6.3,6.9
35393,Bergen - Florida,SN50540,13.01.2025 18:00,4.4,6.6,6.4,6.6,6.6
35394,Bergen - Florida,SN50540,13.01.2025 19:00,3.1,6.7,6.4,7.0,7.1
35395,Bergen - Florida,SN50540,13.01.2025 20:00,5.0,6.7,6.5,5.9,7.2
35396,Bergen - Florida,SN50540,13.01.2025 21:00,7.3,6.9,6.7,6.1,6.8
35397,Bergen - Florida,SN50540,13.01.2025 22:00,4.8,7.0,6.8,5.3,6.1
35398,Bergen - Florida,SN50540,13.01.2025 23:00,4.6,7.5,6.8,5.1,5.3
35399,Bergen - Florida,SN50540,14.01.2025 00:00,0.7,7.8,7.1,3.1,5.3
35400,Bergen - Florida,SN50540,14.01.2025 01:00,0.5,8.6,7.4,4.7,4.9
35401,Bergen - Florida,SN50540,14.01.2025 02:00,0.1,8.7,8.0,4.5,5.1
35402,Bergen - Florida,SN50540,14.01.2025 03:00,0.1,8.4,7.8,2.9,4.6
35403,Bergen - Florida,SN50540,14.01.2025 04:00,0.1,7.7,7.4,3.6,3.9
35404,Bergen - Florida,SN50540,14.01.2025 05:00,0.3,7.6,7.2,1.6,3.6
35405,Bergen - Florida,SN50540,14.01.2025 06:00,0.6,7.8,7.2,2.3,3.1
35406,Bergen - Florida,SN50540,14.01.2025 07:00,1.1,7.9,7.2,4.1,4.3
35407,Bergen - Florida,SN50540,14.01.2025 08:00,1.9,8.6,7.7,6.5,7.4
35408,Bergen - Florida,SN50540,14.01.2025 09:00,1.9,8.7,7.7,4.4,7.3
35409,Bergen - Florida,SN50540,14.01.2025 10:00,3.9,7.7,7.1,3.2,5.0
35410,Bergen - Florida,SN50540,14.01.2025 11:00,0.9,8.5,7.1,5.1,6.5
35411,Bergen - Florida,SN50540,14.01.2025 12:00,0.0,8.7,8.5,5.2,5.6
35412,Bergen - Florida,SN50540,14.01.2025 13:00,0.1,8.9,8.7,5.1,5.1
35413,Bergen - Florida,SN50540,14.01.2025 14:00,0.0,8.8,8.5,4.2,6.1
35414,Bergen - Florida,SN50540,14.01.2025 15:00,0.0,8.6,8.5,3.3,4.7
35415,Bergen - Florida,SN50540,14.01.2025 16:00,0.0,8.7,8.5,4.2,4.9
35416,Bergen - Florida,SN50540,14.01.2025 17:00,0.2,8.7,8.3,4.0,5.5
35417,Bergen - Florida,SN50540,14.01.2025 18:00,0.0,8.3,7.8,2.5,4.4
35418,Bergen - Florida,SN50540,14.01.2025 19:00,0.0,7.8,7.6,2.3,3.0
35419,Bergen - Florida,SN50540,14.01.2025 20:00,0.1,7.8,7.4,1.7,2.3
35420,Bergen - Florida,SN50540,14.01.2025 21:00,0.0,7.4,6.7,0.8,1.8
35421,Bergen - Florida,SN50540,14.01.2025 22:00,0.0,6.8,6.5,2.8,2.8
35422,Bergen - Florida,SN50540,14.01.2025 23:00,0.0,6.8,6.3,3.2,3.6
35423,Bergen - Florida,SN50540,15.01.2025 00:00,0.0,6.7,6.5,3.2,4.1
35424,Bergen - Florida,SN50540,15.01.2025 01:00,0.0,6.8,6.4,4.5,4.5
35425,Bergen - Florida,SN50540,15.01.2025 02:00,0.1,6.8,6.7,3.3,4.7
35426,Bergen - Florida,SN50540,15.01.2025 03:00,0.3,6.8,6.7,3.6,4.4
35427,Bergen - Florida,SN50540,15.01.2025 04:00,0.9,6.7,6.6,4.7,4.7
35428,Bergen - Florida,SN50540,15.01.2025 05:00,0.5,6.8,6.6,7.3,7.3
35429,Bergen - Florida,SN50540,15.01.2025 06:00,0.9,7.1,6.8,8.0,8.5
35430,Bergen - Florida,SN50540,15.01.2025 07:00,1.2,7.5,7.1,8.2,8.6
35431,Bergen - Florida,SN50540,15.01.2025 08:00,0.4,8.3,7.6,9.2,9.6
35432,Bergen - Florida,SN50540,15.01.2025 09:00,0.1,8.9,8.3,6.2,9.1
35433,Bergen - Florida,SN50540,15.01.2025 10:00,0.2,8.7,8.4,7.3,7.3
35434,Bergen - Florida,SN50540,15.01.2025 11:00,0.5,8.5,8.2,7.0,8.0
35435,Bergen - Florida,SN50540,15.01.2025 12:00,0.0,8.6,8.5,4.9,7.0
35436,Bergen - Florida,SN50540,15.01.2025 13:00,0.0,8.6,8.4,7.7,10.0
35437,Bergen - Florida,SN50540,15.01.2025 14:00,0.0,8.6,8.4,4.3,7.5
35438,Bergen - Florida,SN50540,15.01.2025 15:00,0.0,8.5,8.0,5.5,5.5
35439,Bergen - Florida,SN50540,15.01.2025 16:00,0.4,8.0,7.7,4.8,5.5
35440,Bergen - Florida,SN50540,15.01.2025 17:00,0.3,7.8,7.6,4.6,6.0
35441,Bergen - Florida,SN50540,15.01.2025 18:00,0.0,8.2,7.9,4.1,5.5
35442,Bergen - Florida,SN50540,15.01.2025 19:00,0.0,8.6,8.2,5.1,5.1
35443,Bergen - Florida,SN50540,15.01.2025 20:00,0.0,8.7,8.5,4.9,5.0
35444,Bergen - Florida,SN50540,15.01.2025 21:00,0.0,8.7,8.6,5.8,6.8
35445,Bergen - Florida,SN50540,15.01.2025 22:00,0.0,9.1,8.6,6.8,7.4
35446,Bergen - Florida,SN50540,15.01.2025 23:00,0.7,8.9,8.7,6.6,8.4
35447,Bergen - Florida,SN50540,16.01.2025 00:00,0.6,8.8,8.3,7.7,7.7
35448,Bergen - Florida,SN50540,16.01.2025 01:00,0.7,8.7,8.2,7.9,8.9
35449,Bergen - Florida,SN50540,16.01.2025 02:00,0.5,8.5,8.3,5.7,7.8
35450,Bergen - Florida,SN50540,16.01.2025 03:00,0.9,8.5,8.2,4.8,5.7
35451,Bergen - Florida,SN50540,16.01.2025 04:00,0.6,8.4,8.1,6.2,7.2
35452,Bergen - Florida,SN50540,16.01.2025 05:00,0.4,8.3,8.1,3.8,6.3
35453,Bergen - Florida,SN50540,16.01.2025 06:00,0.7,8.3,8.0,2.1,4.5
35454,Bergen - Florida,SN50540,16.01.2025 07:00,0.5,8.1,8.0,3.4,3.9
35455,Bergen - Florida,SN50540,16.01.2025 08:00,0.6,7.9,7.8,4.9,5.0
35456,Bergen - Florida,SN50540,16.01.2025 09:00,0.6,7.8,7.7,5.3,5.6
35457,Bergen - Florida,SN50540,16.01.2025 10:00,1.4,7.7,7.5,4.4,5.3
35458,Bergen - Florida,SN50540,16.01.2025 11:00,1.1,7.7,7.5,3.0,4.7
35459,Bergen - Florida,SN50540,16.01.2025 12:00,0.5,7.9,7.7,2.5,3.1
35460,Bergen - Florida,SN50540,16.01.2025 13:00,0.2,8.1,7.9,4.3,5.1
35461,Bergen - Florida,SN50540,16.01.2025 14:00,0.0,8.3,8.0,5.4,5.5
35462,Bergen - Florida,SN50540,16.01.2025 15:00,0.0,8.6,8.3,5.5,7.2
35463,Bergen - Florida,SN50540,16.01.2025 16:00,0.0,9.1,8.7,4.6,7.2
35464,Bergen - Florida,SN50540,16.01.2025 17:00,0.0,9.1,8.8,5.6,6.5
35465,Bergen - Florida,SN50540,16.01.2025 18:00,0.0,8.9,8.4,5.7,6.7
35466,Bergen - Florida,SN50540,16.01.2025 19:00,0.0,8.4,7.7,5.4,6.9
35467,Bergen - Florida,SN50540,16.01.2025 20:00,0.0,8.0,7.6,5.6,6.7
35468,Bergen - Florida,SN50540,16.01.2025 21:00,0.0,8.1,7.9,8.9,9.0
35469,Bergen - Florida,SN50540,16.01.2025 22:00,0.0,8.1,8.0,3.5,9.0
35470,Bergen - Florida,SN50540,16.01.2025 23:00,0.0,8.1,8.1,7.0,7.7
35471,Bergen - Florida,SN50540,17.01.2025 00:00,0.0,8.3,8.1,6.7,7.2
35472,Bergen - Florida,SN50540,17.01.2025 01:00,0.0,8.3,8.2,6.0,6.7
35473,Bergen - Florida,SN50540,17.01.2025 02:00,0.0,8.3,8.2,6.3,7.2
35474,Bergen - Florida,SN50540,17.01.2025 03:00,0.0,8.3,8.1,6.6,7.5
35475,Bergen - Florida,SN50540,17.01.2025 04:00,0.0,8.4,8.2,6.8,8.7
35476,Bergen - Florida,SN50540,17.01.2025 05:00,0.0,8.6,8.2,8.1,8.1
35477,Bergen - Florida,SN50540,17.01.2025 06:00,0.0,8.8,8.5,8.8,9.3
35478,Bergen - Florida,SN50540,17.01.2025 07:00,0.0,9.2,8.6,8.5,8.6
35479,Bergen - Florida,SN50540,17.01.2025 08:00,0.0,9.3,8.8,8.9,12.4
35480,Bergen - Florida,SN50540,17.01.2025 09:00,0.0,9.4,9.1,8.0,10.2
35481,Bergen - Florida,SN50540,17.01.2025 10:00,0.0,9.3,9.0,7.9,10.2
35482,Bergen - Florida,SN50540,17.01.2025 11:00,0.1,9.1,8.1,6.3,9.0
35483,Bergen - Florida,SN50540,17.01.2025 12:00,1.3,8.1,7.1,6.5,8.0
35484,Bergen - Florida,SN50540,17.01.2025 13:00,0.3,7.4,7.1,4.4,7.3
35485,Bergen - Florida,SN50540,17.01.2025 14:00,1.0,7.6,7.4,4.8,5.6
35486,Bergen - Florida,SN50540,17.01.2025 15:00,2.4,7.7,7.5,6.3,6.8
35487,Bergen - Florida,SN50540,17.01.2025 16:00,1.6,8.0,7.7,2.9,7.2
35488,Bergen - Florida,SN50540,17.01.2025 17:00,0.1,8.2,7.8,2.1,3.3
35489,Bergen - Florida,SN50540,17.01.2025 18:00,0.0,8.2,8.0,2.0,3.3
35490,Bergen - Florida,SN50540,17.01.2025 19:00,0.0,8.0,7.8,0.7,1.9
35491,Bergen - Florida,SN50540,17.01.2025 20:00,0.0,8.0,7.7,0.9,1.9
35492,Bergen - Florida,SN50540,17.01.2025 21:00,0.0,7.7,6.9,1.3,1.5
35493,Bergen - Florida,SN50540,17.01.2025 22:00,0.0,7.0,6.4,1.8,2.0
35494,Bergen - Florida,SN50540,17.01.2025 23:00,0.0,6.6,5.6,2.5,2.6
35495,Bergen - Florida,SN50540,18.01.2025 00:00,0.0,5.8,5.1,2.9,3.1
35496,Bergen - Florida,SN50540,18.01.2025 01:00,0.0,5.1,4.3,2.7,3.3
35497,Bergen - Florida,SN50540,18.01.2025 02:00,0.0,5.0,4.3,3.6,3.7
35498,Bergen - Florida,SN50540,18.01.2025 03:00,0.0,5.4,4.8,3.4,3.7
35499,Bergen - Florida,SN50540,18.01.2025 04:00,0.0,6.5,5.4,3.3,3.5
35500,Bergen - Florida,SN50540,18.01.2025 05:00,0.0,7.1,6.5,4.7,4.7
35501,Bergen - Florida,SN50540,18.01.2025 06:00,0.0,8.0,7.0,5.4,5.7
35502,Bergen - Florida,SN50540,18.01.2025 07:00,0.0,7.4,7.0,6.0,6.8
35503,Bergen - Florida,SN50540,18.01.2025 08:00,0.2,8.2,7.3,6.9,8.3
35504,Bergen - Florida,SN50540,18.01.2025 09:00,0.0,7.9,7.6,7.3,7.6
35505,Bergen - Florida,SN50540,18.01.2025 10:00,0.0,8.1,7.8,6.5,7.3
35506,Bergen - Florida,SN50540,18.01.2025 11:00,0.0,8.2,8.0,5.3,6.6
35507,Bergen - Florida,SN50540,18.01.2025 12:00,0.0,8.5,8.2,6.3,8.2
35508,Bergen - Florida,SN50540,18.01.2025 13:00,0.0,8.9,8.5,7.4,8.0
35509,Bergen - Florida,SN50540,18.01.2025 14:00,0.0,8.6,8.0,6.6,9.4
35510,Bergen - Florida,SN50540,18.01.2025 15:00,0.0,8.0,7.0,7.0,8.1
35511,Bergen - Florida,SN50540,18.01.2025 16:00,0.0,7.1,7.0,6.7,8.3
35512,Bergen - Florida,SN50540,18.01.2025 17:00,0.0,7.0,6.8,5.7,9.2
35513,Bergen - Florida,SN50540,18.01.2025 18:00,0.0,7.0,6.8,7.1,7.1
35514,Bergen - Florida,SN50540,18.01.2025 19:00,0.0,6.9,6.6,7.0,7.2
35515,Bergen - Florida,SN50540,18.01.2025 20:00,0.0,6.7,6.6,7.8,8.5
35516,Bergen - Florida,SN50540,18.01.2025 21:00,0.0,6.8,6.5,4.7,8.0
35517,Bergen - Florida,SN50540,18.01.2025 22:00,0.0,6.7,6.5,4.8,5.1
35518,Bergen - Florida,SN50540,18.01.2025 23:00,0.1,6.5,6.2,4.9,5.4
35519,Bergen - Florida,SN50540,19.01.2025 00:00,0.1,6.2,6.0,6.3,7.7
35520,Bergen - Florida,SN50540,19.01.2025 01:00,0.0,6.0,5.8,4.2,6.7
35521,Bergen - Florida,SN50540,19.01.2025 02:00,0.0,6.0,5.7,4.6,5.8
35522,Bergen - Florida,SN50540,19.01.2025 03:00,0.0,5.7,5.5,4.4,5.3
35523,Bergen - Florida,SN50540,19.01.2025 04:00,0.0,5.5,5.3,3.5,5.0
35524,Bergen - Florida,SN50540,19.01.2025 05:00,0.0,5.4,5.2,2.8,4.3
35525,Bergen - Florida,SN50540,19.01.2025 06:00,0.0,5.2,5.2,4.2,4.6
35526,Bergen - Florida,SN50540,19.01.2025 07:00,0.0,5.3,5.2,3.9,4.8
35527,Bergen - Florida,SN50540,19.01.2025 08:00,0.0,5.3,5.2,3.7,4.4
35528,Bergen - Florida,SN50540,19.01.2025 09:00,0.0,5.4,5.2,3.5,4.5
35529,Bergen - Florida,SN50540,19.01.2025 10:00,0.0,5.5,5.3,3.1,3.6
35530,Bergen - Florida,SN50540,19.01.2025 11:00,0.0,5.5,5.5,3.1,4.1
35531,Bergen - Florida,SN50540,19.01.2025 12:00,0.0,5.5,5.5,3.0,3.7
35532,Bergen - Florida,SN50540,19.01.2025 13:00,0.0,5.6,5.3,4.9,4.9
35533,Bergen - Florida,SN50540,19.01.2025 14:00,0.0,5.4,5.2,3.9,5.5
35534,Bergen - Florida,SN50540,19.01.2025 15:00,0.0,5.2,5.1,2.6,4.7
35535,Bergen - Florida,SN50540,19.01.2025 16:00,0.0,5.2,4.1,2.9,3.7
35536,Bergen - Florida,SN50540,19.01.2025 17:00,0.0,4.1,3.1,0.9,3.0
35537,Bergen - Florida,SN50540,19.01.2025 18:00,0.0,3.1,2.2,0.9,1.3
35538,Bergen - Florida,SN50540,19.01.2025 19:00,0.0,2.3,1.1,1.2,1.2
35539,Bergen - Florida,SN50540,19.01.2025 20:00,0.0,1.5,0.9,0.9,1.3
35540,Bergen - Florida,SN50540,19.01.2025 21:00,0.0,1.0,0.3,0.5,1.0
35541,Bergen - Florida,SN50540,19.01.2025 22:00,0.0,0.6,0.1,1.3,1.6
35542,Bergen - Florida,SN50540,19.01.2025 23:00,0.0,0.3,-0.2,2.0,2.0
35543,Bergen - Florida,SN50540,20.01.2025 00:00,0.0,0.5,-0.2,2.0,2.4
35544,Bergen - Florida,SN50540,20.01.2025 01:00,0.0,1.3,0.3,3.1,3.5
35545,Bergen - Florida,SN50540,20.01.2025 02:00,0.0,2.6,1.2,2.4,3.1
35546,Bergen - Florida,SN50540,20.01.2025 03:00,0.0,3.2,2.6,2.7,3.4
35547,Bergen - Florida,SN50540,20.01.2025 04:00,0.0,3.4,3.1,2.1,2.6
35548,Bergen - Florida,SN50540,20.01.2025 05:00,0.0,3.9,3.5,2.8,2.8
35549,Bergen - Florida,SN50540,20.01.2025 06:00,0.0,4.4,3.9,3.4,3.5
35550,Bergen - Florida,SN50540,20.01.2025 07:00,0.0,4.6,4.4,3.8,4.0
35551,Bergen - Florida,SN50540,20.01.2025 08:00,0.0,4.9,4.6,3.2,3.9
35552,Bergen - Florida,SN50540,20.01.2025 09:00,0.0,4.9,4.8,2.9,3.7
35553,Bergen - Florida,SN50540,20.01.2025 10:00,0.0,5.1,4.9,3.5,4.5
35554,Bergen - Florida,SN50540,20.01.2025 11:00,0.0,5.1,4.9,3.2,3.7
35555,Bergen - Florida,SN50540,20.01.2025 12:00,0.0,5.1,5.0,4.9,5.0
35556,Bergen - Florida,SN50540,20.01.2025 13:00,0.0,5.2,5.1,4.3,4.9
